Year,Date,Plot,Sub_Plot,ID,Treatment,Fire,T+F,Group,Species,Coverage
2,2022-10-16,5,15,5-15-S,S,C,S-C,Grass,Sorghastrum secundum,7
2,2022-10-16,5,15,5-15-S,S,C,S-C,Woody,Eupatorium capilifolium,5
2,2022-10-16,5,15,5-15-S,S,C,S-C,Forb,Pityopsis graminifolia,5
2,2022-10-16,5,15,5-15-S,S,C,S-C,Woody,Rubus spp.,4
2,2022-10-16,5,15,5-15-S,S,C,S-C,Forb,Liatris gracilis,3
2,2022-10-16,5,15,5-15-S,S,C,S-C,Forb,Oxalis corniculata,3
2,2022-10-16,5,15,5-15-S,S,C,S-C,Sedge,Cyperus spp.,2
2,2022-10-16,5,15,5-15-S,S,C,S-C,Forb,Dichondra spp.,2
2,2022-10-16,5,15,5-15-S,S,C,S-C,Grass,Andropogon ternarius,1
2,2022-10-16,5,15,5-15-S,S,C,S-C,Grass,Aristida stricta,1
2,2022-10-16,5,15,5-15-S,S,C,S-C,Bare,Bareground,1
2,2022-10-16,5,15,5-15-S,S,C,S-C,Forb,Crotalaria rotundifolia,1
2,2022-10-16,5,15,5-15-S,S,C,S-C,Grass,Cynodon dactylon,1
2,2022-10-16,5,15,5-15-S,S,C,S-C,Grass,Dichanthelium spp.,1
2,2022-10-16,5,15,5-15-S,S,C,S-C,Forb,Erigeron canadensis,1
2,2022-10-16,5,15,5-15-S,S,C,S-C,Forb,Lactuca canadensis,1
2,2022-10-16,5,15,5-15-S,S,C,S-C,Grass,Paspalum notatum,1
2,2022-10-16,5,15,5-15-S,S,C,S-C,Grass,Paspalum setaceum,1
2,2022-10-16,5,15,5-15-S,S,C,S-C,Forb,Richardia spp.,1
2,2022-10-16,5,15,5-15-S,S,C,S-C,Forb,Rumex hastatulus,1
2,2022-10-16,5,15,5-15-S,S,C,S-C,Grass,Andropogon virginicus,0
2,2022-10-16,5,15,5-15-S,S,C,S-C,Woody,Baccharis halimifolia,0
2,2022-10-16,5,15,5-15-S,S,C,S-C,Sedge,Bulbostylis spp.,0
2,2022-10-16,5,15,5-15-S,S,C,S-C,Forb,Cirsium spp.,0
2,2022-10-16,5,15,5-15-S,S,C,S-C,Forb,Crotalaria spectabilis,0
2,2022-10-16,5,15,5-15-S,S,C,S-C,Sedge,Cyperus esculentus,0
2,2022-10-16,5,15,5-15-S,S,C,S-C,Grass,Digitaria spp.,0
2,2022-10-16,5,15,5-15-S,S,C,S-C,Grass,Eremochloa ophiuroides,0
2,2022-10-16,5,15,5-15-S,S,C,S-C,Forb,Galactia spp.,0
2,2022-10-16,5,15,5-15-S,S,C,S-C,Forb,Gamochaeta spp.,0
2,2022-10-16,5,15,5-15-S,S,C,S-C,Forb,Indigofera hirsuta,0
2,2022-10-16,5,15,5-15-S,S,C,S-C,Woody,Liquidambar styraciflua,0
2,2022-10-16,5,15,5-15-S,S,C,S-C,Forb,Oenothera laciniata,0
2,2022-10-16,5,15,5-15-S,S,C,S-C,Forb,Phyllanthus urinaria,0
2,2022-10-16,5,15,5-15-S,S,C,S-C,Forb,Phytolacca americana,0
2,2022-10-16,5,15,5-15-S,S,C,S-C,Forb,Polypremum procumbens,0
2,2022-10-16,5,15,5-15-S,S,C,S-C,Forb,Raphanus raphanistrum,0
2,2022-10-16,5,15,5-15-S,S,C,S-C,Forb,Solanum viarum,0
2,2022-10-16,5,15,5-15-S,S,C,S-C,Forb,Urtica dioica,0
2,2022-10-16,5,15,5-15-S,S,C,S-C,Forb,Verbena spp.,0
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Bare,Bareground,8
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Grass,Cynodon dactylon,5
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Forb,Indigofera hirsuta,5
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Sedge,Cyperus spp.,4
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Forb,Dichondra spp.,4
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Forb,Polypremum procumbens,4
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Woody,Rubus spp.,4
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Sedge,Bulbostylis spp.,1
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Forb,Gamochaeta spp.,1
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Forb,Lactuca canadensis,1
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Forb,Oxalis corniculata,1
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Grass,Paspalum notatum,1
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Grass,Paspalum setaceum,1
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Forb,Rumex hastatulus,1
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Grass,Andropogon ternarius,0
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Grass,Andropogon virginicus,0
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Grass,Aristida stricta,0
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Woody,Baccharis halimifolia,0
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Forb,Cirsium spp.,0
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Forb,Crotalaria rotundifolia,0
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Forb,Crotalaria spectabilis,0
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Sedge,Cyperus esculentus,0
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Grass,Dichanthelium spp.,0
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Grass,Digitaria spp.,0
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Grass,Eragrostis spectabilis,0
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Grass,Eremochloa ophiuroides,0
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Forb,Erigeron canadensis,0
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Woody,Eupatorium capilifolium,0
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Forb,Galactia spp.,0
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Forb,Liatris gracilis,0
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Woody,Liquidambar styraciflua,0
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Forb,Oenothera laciniata,0
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Forb,Phyllanthus urinaria,0
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Forb,Phytolacca americana,0
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Forb,Pityopsis graminifolia,0
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Forb,Raphanus raphanistrum,0
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Forb,Richardia spp.,0
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Forb,Solanum viarum,0
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Grass,Sorghastrum secundum,0
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Forb,Urtica dioica,0
2,2022-10-16,5,16,5-16-Tsp,Tsp,C,Tsp-C,Forb,Verbena spp.,0
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Grass,Eragrostis spectabilis,9
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Grass,Sorghastrum secundum,6
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Forb,Lactuca canadensis,3
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Forb,Pityopsis graminifolia,3
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Forb,Crotalaria rotundifolia,2
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Forb,Dichondra spp.,2
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Forb,Liatris gracilis,2
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Forb,Oxalis corniculata,2
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Forb,Rumex hastatulus,2
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Grass,Andropogon ternarius,1
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Grass,Aristida stricta,1
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Bare,Bareground,1
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Grass,Cynodon dactylon,1
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Sedge,Cyperus esculentus,1
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Sedge,Cyperus spp.,1
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Grass,Dichanthelium spp.,1
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Grass,Eremochloa ophiuroides,1
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Forb,Erigeron canadensis,1
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Forb,Galactia spp.,1
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Forb,Gamochaeta spp.,1
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Grass,Paspalum notatum,1
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Grass,Paspalum setaceum,1
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Forb,Richardia spp.,1
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Grass,Andropogon virginicus,0
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Woody,Baccharis halimifolia,0
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Sedge,Bulbostylis spp.,0
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Forb,Cirsium spp.,0
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Forb,Crotalaria spectabilis,0
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Grass,Digitaria spp.,0
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Woody,Eupatorium capilifolium,0
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Forb,Indigofera hirsuta,0
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Woody,Liquidambar styraciflua,0
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Forb,Oenothera laciniata,0
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Forb,Phyllanthus urinaria,0
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Forb,Phytolacca americana,0
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Forb,Polypremum procumbens,0
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Forb,Raphanus raphanistrum,0
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Woody,Rubus spp.,0
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Forb,Solanum viarum,0
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Forb,Urtica dioica,0
2,2022-10-16,6,1,6-1-S,S,Sp,S-Sp,Forb,Verbena spp.,0
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Grass,Paspalum notatum,7
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Grass,Cynodon dactylon,6
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Grass,Paspalum setaceum,6
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Forb,Oxalis corniculata,5
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Forb,Dichondra spp.,4
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Forb,Lactuca canadensis,4
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Forb,Rumex hastatulus,3
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Bare,Bareground,2
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Sedge,Cyperus spp.,2
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Grass,Eremochloa ophiuroides,2
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Woody,Eupatorium capilifolium,2
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Forb,Richardia spp.,2
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Sedge,Bulbostylis spp.,1
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Sedge,Cyperus esculentus,1
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Forb,Erigeron canadensis,1
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Grass,Andropogon ternarius,0
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Grass,Andropogon virginicus,0
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Grass,Aristida stricta,0
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Woody,Baccharis halimifolia,0
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Forb,Cirsium spp.,0
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Forb,Crotalaria rotundifolia,0
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Forb,Crotalaria spectabilis,0
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Grass,Dichanthelium spp.,0
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Grass,Digitaria spp.,0
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Grass,Eragrostis spectabilis,0
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Forb,Galactia spp.,0
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Forb,Gamochaeta spp.,0
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Forb,Indigofera hirsuta,0
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Forb,Liatris gracilis,0
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Woody,Liquidambar styraciflua,0
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Forb,Oenothera laciniata,0
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Forb,Phyllanthus urinaria,0
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Forb,Phytolacca americana,0
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Forb,Pityopsis graminifolia,0
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Forb,Polypremum procumbens,0
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Forb,Raphanus raphanistrum,0
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Woody,Rubus spp.,0
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Forb,Solanum viarum,0
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Grass,Sorghastrum secundum,0
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Forb,Urtica dioica,0
2,2022-10-16,6,2,6-2-Tw,Tw,Sp,Tw-Sp,Forb,Verbena spp.,0
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Grass,Cynodon dactylon,7
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Forb,Dichondra spp.,7
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Forb,Crotalaria spectabilis,6
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Forb,Oxalis corniculata,6
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Bare,Bareground,5
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Sedge,Cyperus spp.,4
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Grass,Paspalum notatum,4
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Grass,Paspalum setaceum,4
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Forb,Lactuca canadensis,3
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Forb,Richardia spp.,3
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Forb,Rumex hastatulus,2
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Sedge,Bulbostylis spp.,1
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Sedge,Cyperus esculentus,1
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Grass,Dichanthelium spp.,1
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Forb,Erigeron canadensis,1
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Forb,Gamochaeta spp.,1
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Grass,Andropogon ternarius,0
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Grass,Andropogon virginicus,0
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Grass,Aristida stricta,0
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Woody,Baccharis halimifolia,0
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Forb,Cirsium spp.,0
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Forb,Crotalaria rotundifolia,0
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Grass,Digitaria spp.,0
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Grass,Eragrostis spectabilis,0
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Grass,Eremochloa ophiuroides,0
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Woody,Eupatorium capilifolium,0
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Forb,Galactia spp.,0
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Forb,Indigofera hirsuta,0
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Forb,Liatris gracilis,0
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Woody,Liquidambar styraciflua,0
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Forb,Oenothera laciniata,0
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Forb,Phyllanthus urinaria,0
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Forb,Phytolacca americana,0
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Forb,Pityopsis graminifolia,0
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Forb,Polypremum procumbens,0
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Forb,Raphanus raphanistrum,0
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Woody,Rubus spp.,0
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Forb,Solanum viarum,0
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Grass,Sorghastrum secundum,0
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Forb,Urtica dioica,0
2,2022-10-16,6,3,6-3-Tsp,Tsp,Sp,Tsp-Sp,Forb,Verbena spp.,0
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Grass,Paspalum notatum,8
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Grass,Paspalum setaceum,6
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Forb,Lactuca canadensis,4
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Forb,Richardia spp.,4
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Grass,Cynodon dactylon,3
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Sedge,Cyperus spp.,3
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Forb,Dichondra spp.,3
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Forb,Gamochaeta spp.,3
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Forb,Indigofera hirsuta,3
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Forb,Oxalis corniculata,3
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Bare,Bareground,2
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Grass,Dichanthelium spp.,2
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Grass,Eremochloa ophiuroides,2
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Forb,Erigeron canadensis,2
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Forb,Rumex hastatulus,2
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Sedge,Bulbostylis spp.,1
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Sedge,Cyperus esculentus,1
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Grass,Andropogon ternarius,0
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Grass,Andropogon virginicus,0
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Grass,Aristida stricta,0
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Woody,Baccharis halimifolia,0
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Forb,Cirsium spp.,0
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Forb,Crotalaria rotundifolia,0
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Forb,Crotalaria spectabilis,0
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Grass,Digitaria spp.,0
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Grass,Eragrostis spectabilis,0
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Woody,Eupatorium capilifolium,0
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Forb,Galactia spp.,0
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Forb,Liatris gracilis,0
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Woody,Liquidambar styraciflua,0
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Forb,Oenothera laciniata,0
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Forb,Phyllanthus urinaria,0
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Forb,Phytolacca americana,0
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Forb,Pityopsis graminifolia,0
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Forb,Polypremum procumbens,0
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Forb,Raphanus raphanistrum,0
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Woody,Rubus spp.,0
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Forb,Solanum viarum,0
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Grass,Sorghastrum secundum,0
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Forb,Urtica dioica,0
2,2022-10-16,6,4,6-4-C,C,Sp,C-Sp,Forb,Verbena spp.,0
2,2022-10-16,6,5,6-5-Tsp,Tsp,Sp,Tsp-Sp,Forb,Oxalis corniculata,8
2,2022-10-16,6,5,6-5-Tsp,Tsp,Sp,Tsp-Sp,Bare,Bareground,7
2,2022-10-16,6,5,6-5-Tsp,Tsp,Sp,Tsp-Sp,Forb,Dichondra spp.,7
2,2022-10-16,6,5,6-5-Tsp,Tsp,Sp,Tsp-Sp,Forb,Crotalaria spectabilis,5
2,2022-10-16,6,5,6-5-Tsp,Tsp,Sp,Tsp-Sp,Grass,Cynodon dactylon,3
2,2022-10-16,6,5,6-5-Tsp,Tsp,Sp,Tsp-Sp,Forb,Rumex hastatulus,3
2,2022-10-16,6,5,6-5-Tsp,Tsp,Sp,Tsp-Sp,Forb,Lactuca canadensis,2
2,2022-10-16,6,5,6-5-Tsp,Tsp,Sp,Tsp-Sp,Forb,Richardia spp.,2
2,2022-10-16,6,5,6-5-Tsp,Tsp,Sp,Tsp-Sp,Sedge,Bulbostylis spp.,1
2,2022-10-16,6,5,6-5-Tsp,Tsp,Sp,Tsp-Sp,Sedge,Cyperus esculentus,1
2,2022-10-16,6,5,6-5-Tsp,Tsp,Sp,Tsp-Sp,Sedge,Cyperus spp.,1
2,2022-10-16,6,5,6-5-Tsp,Tsp,Sp,Tsp-Sp,Forb,Erigeron canadensis,1
2,2022-10-16,6,5,6-5-Tsp,Tsp,Sp,Tsp-Sp,Forb,Gamochaeta spp.,1
2,2022-10-16,6,5,6-5-Tsp,Tsp,Sp,Tsp-Sp,Forb,Indigofera hirsuta,1
2,2022-10-16,6,5,6-5-Tsp,Tsp,Sp,Tsp-Sp,Forb,Phyllanthus urinaria,1
2,2022-10-16,6,5,6-5-Tsp,Tsp,Sp,Tsp-Sp,Grass,Andropogon ternarius,0
2,2022-10-16,6,5,6-5-Tsp,Tsp,Sp,Tsp-Sp,Grass,Andropogon virginicus,0
2,2022-10-16,6,5,6-5-Tsp,Tsp,Sp,Tsp-Sp,Grass,Aristida stricta,0
2,2022-10-16,6,5,6-5-Tsp,Tsp,Sp,Tsp-Sp,Woody,Baccharis halimifolia,0
2,2022-10-16,6,5,6-5-Tsp,Tsp,Sp,Tsp-Sp,Forb,Cirsium spp.,0
2,2022-10-16,6,5,6-5-Tsp,Tsp,Sp,Tsp-Sp,Forb,Crotalaria rotundifolia,0
2,2022-10-16,6,5,6-5-Tsp,Tsp,Sp,Tsp-Sp,Grass,Dichanthelium spp.,0
2,2022-10-16,6,5,6-5-Tsp,Tsp,Sp,Tsp-Sp,Grass,Digitaria spp.,0
2,2022-10-16,6,5,6-5-Tsp,Tsp,Sp,Tsp-Sp,Grass,Eragrostis spectabilis,0
2,2022-10-16,6,5,6-5-Tsp,Tsp,Sp,Tsp-Sp,Grass,Eremochloa ophiuroides,0
2,2022-10-16,6,5,6-5-Tsp,Tsp,Sp,Tsp-Sp,Woody,Eupatorium capilifolium,0
2,2022-10-16,6,5,6-5-Tsp,Tsp,Sp,Tsp-Sp,Forb,Galactia spp.,0
2,2022-10-16,6,5,6-5-Tsp,Tsp,Sp,Tsp-Sp,Forb,Liatris gracilis,0
2,2022-10-16,6,5,6-5-Tsp,Tsp,Sp,Tsp-Sp,Woody,Liquidambar styraciflua,0
2,2022-10-16,6,5,6-5-Tsp,Tsp,Sp,Tsp-Sp,Forb,Oenothera laciniata,0
2,2022-10-16,6,5,6-5-Tsp,Tsp,Sp,Tsp-Sp,Grass,Paspalum notatum,0
